"x"	"y"
0	9.66958e-21
0	4.1807e-20
0	-5.86909e-21
0	3.80245e-14
0	5.69258e-14
0	6.63193e-14
0	7.13635e-14
0	7.45693e-14
0	7.69711e-14
0	7.9148e-14
0	8.11569e-14
0	8.30428e-14
0	8.49138e-14
0	8.67299e-14
0	8.84956e-14
0	9.02246e-14
0	9.19215e-14
0	9.3621e-14
0	9.52693e-14
0	9.69278e-14
0	9.85554e-14
0	1.00159e-13
0	1.01732e-13
0	1.0332e-13
0	1.04897e-13
0	1.06434e-13
0	1.07954e-13
0	1.09456e-13
0	1.10938e-13
0	1.12397e-13
0	1.13861e-13
0	1.15311e-13
0	1.16736e-13
0	1.18154e-13
0	1.19556e-13
0	1.20961e-13
0	1.22383e-13
0	1.23822e-13
0	1.25252e-13
0	1.26693e-13
0	1.28136e-13
0	1.29558e-13
0	1.30997e-13
0	1.32408e-13
0	1.33825e-13
0	1.35195e-13
0	1.36553e-13
0	1.37887e-13
0	1.39214e-13
0	1.4053e-13
0	1.41834e-13
0	1.43134e-13
0	1.44411e-13
0	1.45752e-13
0	1.47058e-13
0	1.48368e-13
0	1.49717e-13
0	1.51059e-13
0	1.52413e-13
0	1.53773e-13
0	1.55123e-13
0	1.56484e-13
0	1.57828e-13
0	1.59166e-13
0	1.60507e-13
0	1.61836e-13
0	1.63174e-13
0	1.64495e-13
0	1.65817e-13
0	1.67126e-13
0	1.6845e-13
0	1.69761e-13
0	1.71089e-13
0	1.72411e-13
0	1.73728e-13
0	1.75046e-13
0	1.76404e-13
0	1.77755e-13
0	1.79067e-13
0	1.80408e-13
0	1.81757e-13
0	1.83097e-13
0	1.84417e-13
0	1.85725e-13
0	1.87056e-13
0	1.88367e-13
0	1.89677e-13
0	1.90985e-13
0	1.92315e-13
0	1.93613e-13
0	1.94937e-13
0	1.96273e-13
0	1.97594e-13
0	1.98921e-13
0	2.0026e-13
0	2.01604e-13
0	2.02971e-13
0	2.04326e-13
0	2.05692e-13
0	2.07074e-13
0	2.08465e-13
0	2.09856e-13
0	2.11261e-13
0.02	3.88036e-13
0.04	7.17756e-13
0.06	1.34325e-12
0.08	2.57003e-12
0.1	5.04717e-12
0.12	1.01135e-11
0.14	2.04921e-11
0.16	4.17534e-11
0.18	8.53713e-11
0.2	1.75007e-10
0.22	3.59307e-10
0.24	7.3811e-10
0.26	1.51608e-09
0.28	3.11187e-09
0.3	6.379e-09
0.32	1.30495e-08
0.34	2.66118e-08
0.36	5.40044e-08
0.38	1.08741e-07
0.4	2.16216e-07
0.42	4.21383e-07
0.44	7.96628e-07
0.46	1.44327e-06
0.48	2.47851e-06
0.5	4.00896e-06
0.52	6.10594e-06
0.54	8.79724e-06
0.56	1.20745e-05
0.58	1.59063e-05
0.6	2.02499e-05
0.62	2.50583e-05
0.64	3.02849e-05
0.66	3.58857e-05
0.68	4.18197e-05
0.7	4.80502e-05
0.72	5.45439e-05
0.74	6.12712e-05
0.76	6.82058e-05
0.78	7.53246e-05
0.8	8.26074e-05
0.82	9.00366e-05
0.84	9.75969e-05
0.86	0.000105275
0.88	0.00011306
0.9	0.000120942
0.92	0.000128912
0.94	0.000136962
0.96	0.000145087
0.98	0.00015328
1	0.000161536
1.02	0.00016985
1.04	0.000178218
1.06	0.000186635
1.08	0.000195097
1.1	0.000203602
1.12	0.000212145
1.14	0.000220723
1.16	0.000229333
1.18	0.000237972
1.2	0.000246638
1.22	0.000255327
1.24	0.000264037
1.26	0.000272766
1.28	0.000281511
1.3	0.000290268
1.32	0.000299035
1.34	0.00030781
1.36	0.000316588
1.38	0.000325366
1.4	0.000334142
1.42	0.000342909
1.44	0.000351666
1.46	0.000360406
1.48	0.000369125
1.5	0.000377819
1.52	0.000386483
1.54	0.000395112
1.56	0.000403701
1.58	0.000412246
1.6	0.000420744
1.62	0.00042919
1.64	0.000437581
1.66	0.000445916
1.68	0.000454191
1.7	0.000462406
1.72	0.00047056
1.74	0.000478651
1.76	0.00048668
1.78	0.000494647
1.8	0.000502552
1.82	0.000510397
1.84	0.000518181
1.86	0.000525906
1.88	0.000533574
1.9	0.000541185
1.92	0.000548742
1.94	0.000556245
1.96	0.000563696
1.98	0.000571097

